日期,開盤(元),最高(元),最低(元),收盤(元),成交量(張),外資買賣超(張),投信買賣超(張),自營商買賣超(張),法人合計(張),融資餘額(張),融券餘額(張),融資買進(張),融券賣出(張),MA5(元),MA10(元),MA20(元),MA60(元),Vol_MA5(張),Vol_MA20(張),MACD(元),MACD_Signal(元),MACD_Hist(元),K值(%),D值(%),RSI14(%),BB_Upper(元),BB_Mid(元),BB_Lower(元),BB_%B(%),BIAS5(%),BIAS20(%),量比(倍),訊號
2025-08-11,276.69,278.61,271.89,278.13,17127,2320.0,-1894.0,357.0,783.0,13370,837,725,212,277.36,270.26,,,18733,,,,,85.65,89.59,92.8,,,,,0.28,,0.91,KD死叉 | KD超買 | RSI超買
2025-08-12,279.56,279.56,270.45,271.41,22338,-8902.0,-3353.0,103.0,-12152.0,14865,682,1754,98,276.4,271.32,,,18387,,,,,78.53,84.58,80.54,,,,,-1.81,,1.21,KD死叉 | RSI超買 | 法人強勢賣超 | 外投同步拋售
2025-08-13,272.37,273.33,259.9,260.38,63729,-26271.0,-4122.0,537.0,-29856.0,16963,463,2812,38,273.14,271.7,,,27984,,,,,51.29,71.82,65.29,,,,,-4.67,,2.28,KD死叉 | 法人強勢賣超 | 外投同步拋售
2025-08-14,260.86,262.78,257.51,259.42,21814,-7172.0,-1849.0,265.0,-8756.0,17161,517,707,85,269.59,271.75,,,28245,,,,,25.16,51.66,64.15,,,,,-3.77,,0.77,KD死叉 | 法人強勢賣超 | 外投同步拋售
2025-08-15,260.86,262.3,256.55,259.42,23457,-6175.0,-1962.0,-98.0,-8235.0,17877,476,959,49,265.75,270.69,,,29693,,,,,8.45,28.3,64.15,,,,,-2.38,,0.79,KD超賣 | 法人強勢賣超 | 外投同步拋售
2025-08-18,259.42,260.38,256.07,257.99,19713,-3258.0,-1587.0,27.0,-4818.0,18119,577,626,130,261.72,269.54,,,30210,,,,,8.84,14.15,62.27,,,,,-1.43,,0.65,KD超賣 | 外投同步拋售
2025-08-19,256.55,257.99,255.59,257.03,14597,-456.0,-1222.0,19.0,-1659.0,17793,446,319,26,258.85,267.62,,,28662,,,,,8.06,8.45,60.98,,,,,-0.7,,0.51,KD超賣 | 外投同步拋售
2025-08-20,255.59,256.07,248.4,248.87,36665,-13056.0,-939.0,-437.0,-14432.0,18278,414,1183,61,256.55,264.84,264.32,,23249,21798,,,,4.77,7.22,51.27,283.01,264.32,245.62,0.0869,-2.99,-5.85,1.58,KD超賣 | 法人強勢賣超 | 外投同步拋售
2025-08-21,251.27,252.23,246.48,248.4,24821,-7163.0,-1739.0,102.0,-8800.0,18677,415,682,46,254.34,261.97,264.05,,23851,22267,,,,4.23,5.68,50.77,283.51,264.05,244.59,0.0978,-2.34,-5.93,1.04,KD超賣 | 法人強勢賣超 | 外投同步拋售
2025-08-22,247.92,250.79,246.0,247.92,14923,-4092.0,-1883.0,21.0,-5954.0,19133,474,601,78,252.04,258.9,263.55,,22144,22239,,,,4.32,4.44,50.23,284.15,263.55,242.94,0.1208,-1.63,-5.93,0.67,KD超賣 | 法人強勢賣超 | 外投同步拋售
2025-08-25,252.23,257.03,249.83,257.03,24296,-2606.0,-1924.0,-20.0,-4550.0,19780,529,1403,92,251.85,256.79,263.52,,23060,23070,,,,17.29,8.61,59.12,284.16,263.52,242.89,0.3427,2.06,-2.46,1.05,KD金叉 | KD超賣 | 外投同步拋售
2025-08-26,256.07,256.07,252.23,254.15,21263,-5862.0,-3350.0,-34.0,-9246.0,20595,518,1121,26,251.27,255.06,263.19,,24394,23430,,,,31.55,17.72,55.73,284.22,263.19,242.16,0.2851,1.15,-3.43,0.87,KD金叉 | 法人強勢賣超 | 外投同步拋售
2025-08-27,255.59,257.99,254.15,257.99,17279,-134.0,-952.0,30.0,-1056.0,20431,464,429,39,253.1,254.82,263.26,,20516,23641,,,,54.16,34.34,59.1,284.21,263.26,242.31,0.3742,1.93,-2.0,0.84,KD金叉 | 外投同步拋售
2025-08-28,257.03,257.99,255.11,255.11,9589,-1755.0,173.0,-56.0,-1638.0,20531,483,424,33,254.44,254.39,263.07,,17470,23608,-5.2,,,61.83,49.18,55.68,284.25,263.07,241.89,0.3121,0.26,-3.03,0.55,KD金叉
2025-08-29,256.55,257.51,251.75,251.75,12917,-5270.0,-250.0,19.0,-5501.0,20763,504,525,67,255.21,253.62,262.16,,17069,21904,-5.2,,,61.62,59.2,51.9,283.66,262.16,240.66,0.2579,-1.36,-3.97,0.76,KD金叉 | 法人強勢賣超 | 外投同步拋售
2025-09-01,249.83,251.27,245.04,245.52,18655,-8596.0,-568.0,-16.0,-9180.0,21253,707,846,270,252.9,252.38,260.96,,15941,21986,-5.64,,,38.34,53.93,45.71,283.39,260.96,238.53,0.1558,-2.92,-5.92,1.17,KD死叉 | 法人強勢賣超 | 外投同步拋售
2025-09-02,246.96,249.35,242.64,243.12,15390,-3289.0,69.0,-31.0,-3251.0,21355,719,433,68,250.7,250.99,259.31,,14766,21552,-6.11,,,18.26,39.41,43.56,281.88,259.31,236.73,0.1415,-3.02,-6.24,1.04,KD超賣
2025-09-03,242.64,244.56,242.16,243.12,14450,-1409.0,-268.0,123.0,-1554.0,21445,736,207,55,247.72,250.41,257.63,,14200,21488,-6.41,,,4.3,20.3,43.56,279.75,257.63,235.51,0.1721,-1.86,-5.63,1.02,KD超賣 | 外投同步拋售
2025-09-04,245.52,249.35,245.52,246.48,9876,-2267.0,-222.0,112.0,-2377.0,21515,722,297,88,246.0,250.22,256.09,,14258,20956,-6.31,,,12.16,11.57,47.57,276.71,256.09,235.47,0.2669,0.2,-3.75,0.69,KD金叉 | KD超賣 | 外投同步拋售
2025-09-05,247.92,248.87,246.0,247.92,7490,-1282.0,-304.0,142.0,-1444.0,21508,685,141,33,245.23,250.22,254.56,,13172,20519,-6.04,,,23.25,13.24,49.24,272.52,254.56,236.6,0.3152,1.1,-2.61,0.57,KD金叉 | 外投同步拋售
2025-09-08,249.35,251.27,248.4,249.35,13298,-1080.0,-734.0,26.0,-1788.0,21658,707,384,46,246.0,249.45,253.12,,12101,20328,-5.64,,,36.37,23.92,50.9,267.35,253.12,238.89,0.3676,1.36,-1.49,1.1,KD金叉 | 外投同步拋售
2025-09-09,248.4,252.23,245.52,251.75,19631,2431.0,-523.0,104.0,2012.0,21753,703,513,39,247.72,249.21,252.14,,12949,20193,-5.08,-5.74,0.66,47.46,35.69,53.66,263.47,252.14,240.8,0.483,1.63,-0.15,1.52,MACD多頭 | KD金叉
2025-09-10,255.59,262.78,255.59,261.82,35669,9471.0,-162.0,99.0,9408.0,21935,745,2186,143,251.46,249.59,252.21,,17193,18790,-3.77,-5.34,1.57,67.12,50.31,63.03,263.78,252.21,240.64,0.9154,4.12,3.81,2.07,MACD多頭 | KD金叉 | 法人強勢買超
2025-09-11,264.7,265.18,257.99,258.94,28440,-5463.0,-747.0,-36.0,-6246.0,22251,775,1254,77,253.96,249.98,252.18,,20906,19121,-2.94,-4.86,1.92,76.27,63.62,59.33,263.69,252.18,240.68,0.7935,1.96,2.68,1.36,MACD多頭 | KD金叉 | 法人強勢賣超 | 外投同步拋售
2025-09-12,261.82,263.74,260.86,262.78,15115,8144.0,-117.0,106.0,8133.0,21596,773,271,33,256.93,251.08,252.35,,22431,18704,-1.94,-4.28,2.33,85.94,76.44,62.49,264.39,252.35,240.31,0.9331,2.28,4.13,0.67,MACD多頭 | KD超買 | 法人強勢買超
2025-09-15,263.74,265.18,261.34,264.7,21451,73.0,790.0,-22.0,841.0,22727,762,1908,23,260.0,253.0,252.69,,24061,18791,-0.99,-3.62,2.63,86.79,83.0,63.99,265.72,252.69,239.65,0.9609,1.81,4.75,0.89,MACD多頭 | KD超買 | 外投同步買進
2025-09-16,265.18,265.66,261.82,262.3,16421,-2180.0,285.0,-10.0,-1905.0,21708,747,420,7,262.11,254.92,252.95,,23419,18882,-0.42,-2.98,2.56,90.27,87.67,60.71,266.55,252.95,239.35,0.8436,0.07,3.7,0.7,MACD多頭 | KD超買
2025-09-17,262.3,266.62,261.82,261.82,13008,950.0,-83.0,-109.0,758.0,21772,775,541,35,262.11,256.79,253.6,,18887,17699,-0.01,-2.39,2.38,86.16,87.74,60.05,267.61,253.6,239.59,0.7934,-0.11,3.24,0.69,MACD多頭 | KD死叉 | KD超買
2025-09-18,263.74,268.06,261.82,268.06,19917,9555.0,409.0,515.0,10479.0,21786,779,1032,37,263.93,258.94,254.58,,17182,17454,0.81,-1.75,2.56,86.86,87.76,65.35,269.77,254.58,239.4,0.9438,1.56,5.29,1.16,MACD多頭 | KD死叉 | KD超買 | 法人強勢買超 | 外投同步買進
2025-09-19,269.01,273.33,268.06,269.49,26438,5955.0,-353.0,141.0,5743.0,20873,792,780,50,265.27,261.1,255.66,,19447,18030,1.55,-1.09,2.64,87.81,86.94,66.45,271.88,255.66,239.44,0.9263,1.59,5.41,1.36,MACD多頭 | KD超買 | 法人強勢買超
2025-09-22,269.97,271.89,268.06,269.49,13390,3803.0,-13.0,-36.0,3754.0,20331,774,206,13,266.23,263.12,256.28,,17835,17484,2.12,-0.45,2.57,88.18,87.62,66.45,273.64,256.28,238.92,0.8804,1.22,5.15,0.75,MACD多頭 | KD超買
2025-09-23,271.41,276.21,271.41,274.77,34172,17534.0,335.0,6.0,17875.0,19775,732,912,26,268.73,265.42,257.31,,21385,18130,2.96,0.24,2.73,85.55,87.18,70.45,276.49,257.31,238.13,0.955,2.25,6.79,1.6,MACD多頭 | KD死叉 | KD超買 | RSI超買 | 法人強勢買超 | 外投同步買進
2025-09-24,271.41,272.37,268.54,271.89,29121,-5068.0,257.0,-289.0,-5100.0,19603,718,861,27,270.74,266.42,258.01,,24608,18722,3.36,0.86,2.5,80.77,84.83,65.83,278.27,258.01,237.75,0.8426,0.42,5.38,1.18,MACD多頭 | KD死叉 | KD超買 | 法人強勢賣超
2025-09-25,269.97,276.21,268.54,273.33,21952,2955.0,996.0,379.0,4330.0,18706,739,660,49,271.79,267.86,258.92,,25015,19340,3.75,1.44,2.31,81.53,82.62,67.0,280.24,258.92,237.6,0.8379,0.57,5.57,0.88,MACD多頭 | KD死叉 | KD超買 | 外投同步買進
2025-09-26,275.25,277.17,267.58,273.33,29093,5047.0,288.0,-15.0,5320.0,18058,712,508,48,272.56,268.92,260.0,,25546,20149,4.01,1.95,2.06,75.82,79.37,67.0,281.97,260.0,238.03,0.8034,0.28,5.13,1.14,MACD多頭 | KD死叉 | 法人強勢買超 | 外投同步買進
2025-09-30,276.21,285.8,275.73,278.13,40462,1449.0,1739.0,1028.0,4216.0,20930,739,4285,54,274.29,270.26,261.63,,30960,21239,4.55,2.47,2.08,74.54,77.3,70.84,283.91,261.63,239.35,0.8703,1.4,6.31,1.31,MACD多頭 | KD死叉 | RSI超買 | 外投同步買進
2025-10-01,281.0,285.32,273.81,274.77,35534,4745.0,1313.0,601.0,6659.0,18448,775,1583,114,274.29,271.51,263.21,,31232,22246,4.65,2.91,1.75,65.67,72.01,65.12,284.43,263.21,241.99,0.7724,0.17,4.39,1.14,MACD多頭 | KD死叉 | 法人強勢買超 | 外投同步買進
2025-10-02,280.04,282.92,277.65,281.96,30154,10074.0,333.0,930.0,11337.0,18311,816,1327,52,276.3,273.52,265.15,,31439,23032,5.25,3.38,1.88,66.98,69.06,70.59,285.73,265.15,244.58,0.9084,2.05,6.34,0.96,MACD多頭 | KD死叉 | RSI超買 | 法人強勢買超 | 外投同步買進
2025-10-03,282.44,287.72,281.96,287.72,39471,16663.0,-188.0,1352.0,17827.0,18052,888,1530,89,279.18,275.49,267.22,,34943,24511,6.13,3.93,2.2,77.64,70.1,74.1,288.17,267.22,246.26,0.9892,3.06,7.67,1.13,MACD多頭 | KD金叉 | RSI超買 | 法人強勢買超
2025-10-07,297.79,301.14,292.51,295.87,40752,7063.0,-355.0,1395.0,8103.0,18022,875,2482,47,283.69,278.13,269.61,,37275,26174,7.39,4.62,2.77,87.74,77.45,78.08,292.19,269.61,247.04,1.0816,4.29,9.74,1.09,MACD多頭 | KD超買 | RSI超買 | 法人強勢買超
2025-10-08,294.43,295.39,291.07,293.47,20532,7076.0,-314.0,1578.0,8340.0,17118,842,798,14,286.76,280.52,271.82,,33289,26536,8.1,5.32,2.79,87.15,84.18,74.45,294.68,271.82,248.96,0.9736,2.34,7.96,0.62,MACD多頭 | KD超買 | RSI超買 | 法人強勢買超
2025-10-09,297.31,298.27,285.8,285.8,37269,4099.0,-960.0,1199.0,4338.0,17477,779,2303,9,288.96,281.63,273.52,,33636,27418,7.96,5.84,2.11,71.91,82.27,64.18,295.12,273.52,251.92,0.7842,-1.09,4.49,1.11,MACD多頭 | KD死叉
2025-10-13,277.65,282.92,275.25,282.44,29776,4305.0,-81.0,222.0,4446.0,16873,752,558,61,289.06,282.68,274.55,,33560,27123,7.49,6.17,1.31,58.57,72.54,60.26,295.77,274.55,253.34,0.6859,-2.29,2.87,0.89,MACD多頭 | KD死叉
2025-10-14,286.76,286.76,272.37,272.37,29852,-6628.0,-163.0,356.0,-6435.0,15591,701,1128,32,285.99,282.59,275.22,,31636,27194,6.23,6.18,0.04,32.86,54.45,50.34,295.17,275.22,255.28,0.4284,-4.76,-1.04,0.94,MACD多頭 | KD死叉 | 法人強勢賣超 | 外投同步拋售
2025-10-15,273.33,276.21,269.97,274.29,15688,-1451.0,-405.0,683.0,-1173.0,15558,691,314,13,281.67,282.68,275.8,,26623,27223,5.32,6.01,-0.69,19.38,36.94,51.96,294.88,275.8,256.72,0.4604,-2.62,-0.55,0.59,MACD空頭 | KD超賣 | 外投同步拋售
2025-10-16,275.73,280.04,274.29,279.56,15512,-980.0,-819.0,344.0,-1455.0,15548,715,549,41,278.89,282.82,276.54,,25619,26926,4.98,5.8,-0.83,14.88,22.37,56.2,294.95,276.54,258.14,0.582,0.24,1.09,0.61,MACD空頭 | KD超賣 | 外投同步拋售
2025-10-17,277.65,279.56,275.73,276.69,12839,1126.0,-1087.0,-55.0,-16.0,15525,729,287,32,277.07,283.02,277.26,,20733,26747,4.42,5.53,-1.11,22.06,18.77,53.44,294.4,277.26,260.12,0.4833,-0.14,-0.21,0.62,MACD空頭 | KD金叉
2025-10-20,279.09,285.32,278.61,284.36,22366,269.0,-296.0,245.0,218.0,15372,750,618,36,277.45,283.26,278.39,265.43,19251,27214,4.54,5.33,-0.79,32.83,23.26,59.21,294.16,278.39,262.62,0.6893,2.49,2.14,1.16,MACD空頭 | KD金叉
2025-10-21,284.84,285.32,279.09,279.09,16174,-6213.0,-2532.0,932.0,-7813.0,16233,732,1160,9,278.8,282.39,278.94,265.86,16516,27027,4.17,5.1,-0.93,33.32,29.4,54.23,293.95,278.94,263.94,0.505,0.1,0.05,0.98,MACD空頭 | KD金叉 | 法人強勢賣超 | 外投同步拋售
2025-10-22,277.17,279.56,275.25,277.65,12208,520.0,-1240.0,160.0,-560.0,16345,737,467,24,279.47,280.57,279.35,266.19,15820,26316,3.71,4.82,-1.11,35.18,33.77,52.92,293.7,279.35,265.0,0.4408,-0.65,-0.61,0.77,MACD空頭 | KD金叉
2025-10-23,277.65,290.59,277.65,281.48,33472,9086.0,29.0,213.0,9328.0,16734,738,1553,45,279.85,279.37,279.95,266.59,19412,27320,3.61,4.58,-0.96,38.39,35.63,55.97,293.55,279.95,266.35,0.5563,0.58,0.55,1.72,MACD空頭 | KD金叉 | 法人強勢買超 | 外投同步買進
2025-10-27,291.07,297.31,288.68,296.83,44397,21478.0,3.0,319.0,21800.0,18925,855,4773,140,283.88,280.48,281.05,267.18,25723,27831,4.72,4.61,0.12,60.4,44.66,65.57,296.36,281.05,265.75,1.0155,4.56,5.61,1.73,MACD多頭 | KD金叉 | 法人強勢買超 | 外投同步買進
2025-10-28,295.39,295.87,290.59,291.55,17766,-1310.0,-361.0,127.0,-1544.0,17808,777,1247,10,285.32,281.39,282.03,267.77,24803,27263,5.12,4.71,0.41,77.67,58.82,60.67,297.39,282.03,266.68,0.8099,2.18,3.38,0.72,MACD多頭 | KD金叉 | 外投同步拋售
2025-10-29,294.43,296.35,292.51,295.39,13101,-7.0,165.0,24.0,182.0,18351,912,1468,147,288.58,283.69,283.14,268.38,24189,26821,5.68,4.9,0.77,89.61,75.89,62.85,299.02,283.14,267.26,0.8858,2.36,4.33,0.54,MACD多頭 | KD超買
2025-10-30,295.39,297.31,290.59,293.47,20603,3712.0,-345.0,-169.0,3198.0,17514,920,769,26,291.74,285.61,284.14,268.77,25868,26396,5.89,5.1,0.79,84.39,83.89,61.03,299.96,284.14,268.33,0.7948,0.59,3.28,0.8,MACD多頭 | KD超買
2025-10-31,293.47,293.95,288.2,288.2,13316,-2953.0,-483.0,160.0,-3276.0,17711,894,642,4,293.09,286.47,284.65,269.08,21837,25039,5.58,5.2,0.38,77.65,83.89,56.22,300.3,284.65,269.0,0.6135,-1.67,1.25,0.61,MACD多頭 | KD死叉 | 外投同步拋售
2025-11-03,287.72,290.11,283.88,285.32,11626,2042.0,-472.0,-2.0,1568.0,17472,898,448,14,290.79,287.33,285.18,269.23,15282,23844,5.04,5.16,-0.13,62.31,74.79,53.73,300.12,285.18,270.23,0.5048,-1.88,0.05,0.76,MACD空頭 | KD死叉
2025-11-04,285.32,286.28,275.25,275.73,19508,-6572.0,-8.0,28.0,-6552.0,17630,841,953,31,287.62,286.47,284.86,269.22,15631,23311,3.79,4.89,-1.1,35.51,58.49,46.36,300.34,284.86,269.39,0.2049,-4.13,-3.21,1.25,MACD空頭 | KD死叉 | 法人強勢賣超 | 外投同步拋售
2025-11-05,270.45,278.13,268.54,277.65,18775,-1178.0,-295.0,-73.0,-1546.0,17703,720,606,54,284.07,286.33,284.36,269.22,16766,22277,2.92,4.5,-1.57,26.5,41.44,47.9,300.1,284.36,268.62,0.2868,-2.26,-2.36,1.12,MACD空頭 | KD死叉 | 外投同步拋售
2025-11-06,277.65,284.84,275.25,281.0,14778,3083.0,-96.0,-91.0,2896.0,17694,733,406,34,281.58,286.66,283.62,269.26,15601,20978,2.48,4.09,-1.61,25.72,29.24,50.57,298.44,283.62,268.79,0.4117,-0.21,-0.92,0.95,MACD空頭 | KD死叉
2025-11-07,278.13,279.56,274.77,275.25,9630,-628.0,-261.0,-41.0,-930.0,17814,821,416,129,278.99,286.04,282.71,269.21,14863,20433,1.64,3.6,-1.96,32.77,28.33,46.2,297.22,282.71,268.19,0.2431,-1.34,-2.64,0.65,MACD空頭 | KD金叉 | 外投同步拋售
2025-11-10,276.21,279.56,274.29,279.56,9498,2451.0,165.0,12.0,2628.0,17275,848,288,39,277.84,284.31,282.39,269.35,14438,19044,1.31,3.14,-1.83,34.98,31.15,49.71,296.9,282.39,267.89,0.4023,0.62,-1.0,0.66,MACD空頭 | KD金叉 | 外投同步買進
2025-11-11,281.96,285.32,279.09,279.56,11963,1513.0,-6.0,128.0,1635.0,17090,860,326,26,278.6,283.11,282.25,269.67,12929,18154,1.04,2.72,-1.68,33.31,33.68,49.71,296.81,282.25,267.69,0.4076,0.34,-0.95,0.93,MACD空頭 | KD死叉
2025-11-12,276.21,277.65,273.81,276.21,15684,-1193.0,-624.0,-19.0,-1836.0,16081,844,564,35,278.32,281.2,282.44,269.95,12311,17445,0.55,2.29,-1.74,35.6,34.63,46.95,296.54,282.44,268.34,0.279,-0.76,-2.21,1.27,MACD空頭 | KD金叉 | 外投同步拋售
2025-11-13,280.04,281.48,273.33,273.33,24935,-4662.0,-1505.0,2451.0,-3716.0,16517,802,700,8,276.78,279.18,282.39,270.18,14342,17908,-0.08,1.82,-1.89,30.23,33.05,44.65,296.62,282.39,268.17,0.1814,-1.25,-3.21,1.74,MACD空頭 | KD死叉 | 外投同步拋售
2025-11-14,269.49,270.93,266.62,268.06,19614,-3104.0,-2276.0,118.0,-5262.0,17036,818,840,41,275.34,277.17,281.82,270.35,16339,18113,-0.98,1.26,-2.24,19.91,28.58,40.73,297.39,281.82,266.25,0.0582,-2.64,-4.88,1.2,MACD空頭 | KD超賣 | 法人強勢賣超 | 外投同步拋售
2025-11-17,269.49,270.93,263.74,264.7,13277,2853.0,-3795.0,212.0,-730.0,16725,611,285,47,272.37,275.1,281.22,270.48,17095,18135,-1.95,0.61,-2.56,11.33,20.49,38.41,298.46,281.22,263.98,0.0208,-2.82,-5.87,0.78,MACD空頭 | KD超賣
2025-11-18,263.74,267.1,258.94,258.94,18468,-1488.0,-2806.0,-10.0,-4304.0,16378,548,552,27,268.25,273.43,279.95,270.65,18396,17940,-3.15,-0.14,-3.01,3.92,11.72,34.76,299.77,279.95,260.13,-0.03,-3.47,-7.5,1.0,MACD空頭 | KD超賣 | 外投同步拋售
2025-11-19,259.9,262.3,256.07,256.07,14254,-2202.0,-1246.0,31.0,-3417.0,16457,524,240,23,264.22,271.27,278.8,270.77,18110,17844,-4.28,-0.96,-3.31,1.48,5.58,33.07,301.32,278.8,256.28,-0.0046,-3.08,-8.15,0.79,MACD空頭 | KD超賣 | 外投同步拋售
2025-11-20,263.74,265.18,261.34,262.78,10135,1865.0,-1189.0,-66.0,610.0,16522,596,265,110,262.11,269.45,278.05,271.02,15150,17740,-4.58,-1.69,-2.89,7.65,4.35,40.36,301.69,278.05,254.42,0.1768,0.26,-5.49,0.67,MACD空頭 | KD金叉 | KD超賣
2025-11-21,256.55,260.86,255.59,258.94,13501,-995.0,-737.0,552.0,-1180.0,16360,537,194,39,260.29,267.82,276.93,271.05,13927,16741,-5.07,-2.36,-2.7,11.4,6.84,37.82,301.98,276.93,251.88,0.141,-0.52,-6.5,0.97,MACD空頭 | KD金叉 | KD超賣 | 外投同步拋售
2025-11-24,260.86,262.78,258.94,260.86,14854,598.0,-814.0,134.0,-82.0,16155,581,94,54,259.52,265.95,275.13,271.16,14242,15264,-5.24,-2.94,-2.3,18.19,12.41,39.86,299.31,275.13,250.94,0.205,0.52,-5.19,1.04,MACD空頭 | KD金叉 | KD超賣
2025-11-25,266.62,268.06,262.78,263.74,9337,1187.0,-734.0,-16.0,437.0,16056,647,231,77,260.48,264.36,273.74,271.26,12416,14843,-5.09,-3.37,-1.72,21.03,16.87,42.88,297.13,273.74,250.34,0.2863,1.25,-3.65,0.75,MACD空頭 | KD金叉
2025-11-26,266.62,269.49,265.18,268.06,9438,130.0,-17.0,15.0,128.0,15872,613,230,29,262.88,263.55,272.37,271.48,11453,14660,-4.56,-3.61,-0.96,44.38,27.87,47.17,293.53,272.37,251.22,0.3981,1.97,-1.58,0.82,MACD空頭 | KD金叉
2025-11-27,267.58,270.45,266.62,269.97,6457,2015.0,-203.0,-11.0,1801.0,15468,627,81,36,264.31,263.21,271.2,271.78,10717,13952,-3.95,-3.67,-0.27,68.84,44.75,48.99,289.88,271.2,252.51,0.4672,2.14,-0.45,0.6,MACD空頭 | KD金叉
2025-11-28,269.49,272.37,264.7,270.45,12623,-2491.0,-83.0,311.0,-2263.0,16698,595,1355,26,266.62,263.45,270.31,272.2,10542,13918,-3.38,-3.62,0.23,87.86,67.03,49.47,287.2,270.31,253.42,0.5042,1.44,0.05,1.2,MACD多頭 | KD超買 | 外投同步拋售
2025-12-01,271.41,276.21,270.45,275.25,16399,5319.0,320.0,268.0,5907.0,16534,591,255,40,269.49,264.51,269.81,272.73,10851,14156,-2.52,-3.4,0.88,92.55,83.08,54.05,285.36,269.81,254.26,0.6751,2.14,2.02,1.51,MACD多頭 | KD超買 | 法人強勢買超 | 外投同步買進
2025-12-02,276.21,281.0,275.73,276.69,15582,5376.0,121.0,-157.0,5340.0,16278,563,158,11,272.08,266.28,269.85,273.29,12100,13960,-1.7,-3.06,1.36,88.98,89.8,55.35,285.49,269.85,254.22,0.7187,1.69,2.53,1.29,MACD多頭 | KD死叉 | KD超買 | 法人強勢買超 | 外投同步買進
2025-12-03,275.73,281.0,275.73,280.52,14680,7199.0,1084.0,112.0,8395.0,15721,582,913,23,274.58,268.73,270.0,273.86,13148,13755,-0.73,-2.59,1.86,92.16,91.23,58.72,285.98,270.0,254.01,0.8292,2.16,3.9,1.12,MACD多頭 | KD超買 | 法人強勢買超 | 外投同步買進
2025-12-04,281.0,282.44,280.04,282.44,11435,5393.0,-60.0,101.0,5434.0,15541,604,79,32,277.07,270.69,270.07,274.43,14144,13588,0.19,-2.04,2.22,93.72,91.62,60.33,286.27,270.07,253.87,0.8818,1.94,4.58,0.81,MACD多頭 | KD超買 | 法人強勢買超
2025-12-05,282.44,288.68,281.96,285.32,21889,12665.0,-37.0,70.0,12698.0,14383,647,160,56,280.04,273.33,270.57,275.03,15997,14201,1.14,-1.4,2.54,95.05,93.64,62.69,288.03,270.57,253.11,0.9224,1.89,5.45,1.37,MACD多頭 | KD超買 | 法人強勢買超
2025-12-08,285.32,285.8,282.92,285.32,11023,3669.0,-40.0,137.0,3766.0,13920,613,155,13,282.06,275.78,270.86,275.59,14922,14277,1.87,-0.75,2.61,91.01,93.26,62.69,289.11,270.86,252.61,0.8961,1.16,5.34,0.74,MACD多頭 | KD死叉 | KD超買
