日期,開盤(元),最高(元),最低(元),收盤(元),成交量(張),外資買賣超(張),投信買賣超(張),自營商買賣超(張),法人合計(張),融資餘額(張),融券餘額(張),融資買進(張),融券賣出(張),MA5(元),MA10(元),MA20(元),MA60(元),Vol_MA5(張),Vol_MA20(張),MACD(元),MACD_Signal(元),MACD_Hist(元),K值(%),D值(%),RSI14(%),BB_Upper(元),BB_Mid(元),BB_Lower(元),BB_%B(%),BIAS5(%),BIAS20(%),量比(倍),訊號
2025-06-03,115.79,116.99,115.43,116.75,7133,118.0,247.0,15.0,380.0,6498,229,48,11,116.03,115.9,114.94,,8606,7725,2.23,,,51.36,45.87,69.92,120.92,114.94,108.96,0.6512,0.62,1.57,0.83,KD金叉 | 外投同步買進
2025-06-04,118.43,121.55,117.95,121.07,14050,103.0,164.0,16.0,283.0,6420,182,294,8,117.28,116.59,115.56,,10361,8145,2.5,,,58.99,51.39,74.16,121.39,115.56,109.73,0.9728,3.23,4.77,1.36,KD金叉 | RSI超買 | 外投同步買進
2025-06-05,121.31,122.27,119.39,119.87,11173,-871.0,98.0,33.0,-740.0,6472,179,222,3,118.0,116.86,116.16,,10717,8448,2.58,,,76.18,62.18,71.16,121.05,116.16,111.26,0.8792,1.58,3.19,1.04,KD金叉 | RSI超買
2025-06-06,120.59,120.59,117.95,118.31,7141,-177.0,-1.0,-14.0,-192.0,6561,158,206,0,118.17,116.99,116.51,,9640,8307,2.5,,,72.28,69.15,67.34,120.91,116.51,112.11,0.7046,0.12,1.54,0.74,KD金叉 | 外投同步拋售
2025-06-09,119.75,122.03,119.75,120.59,11667,-270.0,335.0,25.0,90.0,6671,0,250,0,119.32,117.52,116.97,,10233,8516,2.58,,,67.63,72.03,69.88,121.02,116.97,112.93,0.9473,1.06,3.09,1.14,KD死叉
2025-06-10,118.67,119.15,117.95,119.15,15381,-1554.0,0.0,59.0,-1495.0,6726,0,259,0,119.8,117.91,117.12,,11882,8793,2.51,2.47,0.03,64.55,68.15,66.37,121.26,117.12,112.97,0.7455,-0.54,1.73,1.29,MACD多頭 | KD死叉
2025-06-11,119.63,119.63,117.47,118.55,12645,-718.0,-2.0,11.0,-709.0,6794,0,232,0,119.29,118.29,117.28,,11601,8766,2.37,2.45,-0.08,65.3,65.83,64.91,121.37,117.28,113.2,0.6549,-0.62,1.08,1.09,MACD空頭 | KD死叉 | 外投同步拋售
2025-06-12,118.67,119.39,116.75,116.75,15011,-1250.0,-16.0,56.0,-1210.0,7028,0,351,0,118.67,118.33,117.25,,12369,9062,2.09,2.38,-0.29,49.51,59.78,60.59,121.34,117.25,113.16,0.4391,-1.62,-0.43,1.21,MACD空頭 | KD死叉 | 外投同步拋售
2025-06-13,116.88,118.38,115.75,117.88,13257,-78.0,-14.0,-239.0,-331.0,7326,10,410,10,118.58,118.38,117.28,,13592,9381,1.94,2.29,-0.35,40.86,51.89,62.28,121.38,117.28,113.18,0.5731,-0.59,0.51,0.98,MACD空頭 | KD死叉 | 外投同步拋售
2025-06-16,117.75,120.25,117.25,119.88,8239,653.0,-53.0,-63.0,537.0,7270,19,68,9,118.44,118.88,117.3,,12907,9419,1.96,2.23,-0.27,43.84,44.74,65.14,121.46,117.3,113.15,0.8095,1.22,2.2,0.64,MACD空頭 | KD死叉
2025-06-17,120.0,120.5,119.0,119.0,11021,-216.0,54.0,-35.0,-197.0,7313,24,145,6,118.41,119.1,117.5,,12035,9478,1.88,2.16,-0.28,49.67,44.79,62.88,121.59,117.5,113.42,0.6834,0.5,1.28,0.92,MACD空頭 | KD金叉
2025-06-18,118.38,119.5,118.12,118.12,6844,-315.0,140.0,-35.0,-210.0,7363,21,89,2,118.33,118.81,117.7,,10874,9441,1.73,2.07,-0.34,50.31,47.94,60.62,121.47,117.7,113.94,0.5555,-0.18,0.36,0.63,MACD空頭 | KD金叉
2025-06-19,118.12,118.75,115.12,115.25,10800,-761.0,-174.0,-4.0,-939.0,7532,73,263,57,118.03,118.35,117.6,,10032,9654,1.36,1.93,-0.57,29.82,43.27,53.81,121.52,117.6,113.68,0.1998,-2.36,-2.0,1.08,MACD空頭 | KD死叉 | 外投同步拋售
2025-06-20,115.25,116.25,112.75,113.88,35496,1673.0,-1888.0,-18.0,-233.0,7542,38,84,17,117.23,117.9,117.45,,14480,11206,0.95,1.73,-0.79,18.07,32.73,50.88,121.7,117.45,113.19,0.0807,-2.86,-3.04,2.45,MACD空頭 | KD超賣
2025-06-23,112.5,113.62,111.75,113.62,6514,261.0,-31.0,-5.0,225.0,7577,58,87,23,115.97,117.21,117.36,,14135,11292,0.59,1.5,-0.91,12.61,20.17,50.32,121.86,117.36,112.87,0.0835,-2.03,-3.19,0.46,MACD空頭 | KD超賣
2025-06-24,115.88,119.5,115.62,118.38,12659,713.0,179.0,7.0,899.0,7433,59,87,14,115.85,117.13,117.52,,14463,11746,0.69,1.34,-0.65,37.24,22.64,59.19,121.92,117.52,113.13,0.5976,2.18,0.73,0.88,MACD空頭 | KD金叉 | 外投同步買進
2025-06-25,119.75,120.25,118.38,119.25,8259,199.0,-10.0,-34.0,155.0,7429,54,56,5,116.08,117.2,117.74,,14746,11896,0.82,1.24,-0.41,60.95,36.93,60.58,122.01,117.74,113.48,0.6765,2.73,1.28,0.56,MACD空頭 | KD金叉
2025-06-26,119.88,120.38,119.0,119.75,7393,707.0,60.0,-190.0,577.0,7356,56,37,3,116.98,117.5,117.92,,14064,11796,0.96,1.18,-0.22,84.3,60.83,61.39,122.21,117.92,113.62,0.7132,2.37,1.55,0.53,MACD空頭 | KD超買 | 外投同步買進
2025-06-27,120.5,124.0,120.38,122.62,19446,1885.0,84.0,-302.0,1667.0,7216,66,127,22,118.72,117.98,118.18,,10854,12142,1.28,1.2,0.08,88.63,77.96,65.75,122.95,118.18,113.4,0.9654,3.29,3.76,1.79,MACD多頭 | KD超買 | 外投同步買進
2025-06-30,122.62,122.88,121.25,121.25,6297,-89.0,7.0,-85.0,-167.0,7317,55,169,3,120.25,118.11,118.5,,10811,12021,1.42,1.24,0.17,85.9,86.28,62.14,123.19,118.5,113.81,0.7936,0.83,2.32,0.58,MACD多頭 | KD死叉 | KD超買
2025-07-01,122.25,123.62,122.0,122.38,5869,496.0,25.0,6.0,527.0,7111,63,42,9,121.05,118.45,118.78,,9453,11958,1.59,1.31,0.28,84.35,86.29,63.9,123.7,118.78,113.86,0.8661,1.1,3.03,0.62,MACD多頭 | KD死叉 | KD超買 | 外投同步買進
2025-07-02,122.25,124.38,122.0,124.12,9478,865.0,75.0,-14.0,926.0,6903,75,31,12,122.02,119.05,118.93,,9697,11730,1.85,1.42,0.43,87.42,85.89,66.48,124.32,118.93,113.54,0.9818,1.72,4.36,0.98,MACD多頭 | KD超買 | 外投同步買進
2025-07-03,125.0,125.5,124.0,124.88,9249,736.0,53.0,-17.0,772.0,6739,77,56,4,123.05,120.01,119.18,,10068,11633,2.09,1.56,0.54,93.4,88.39,67.57,125.18,119.18,113.18,0.9749,1.49,4.78,0.92,MACD多頭 | KD超買 | 外投同步買進
2025-07-04,125.5,126.5,122.0,122.0,11149,240.0,-654.0,3.0,-411.0,6858,76,220,8,122.93,120.82,119.36,,8408,11834,2.03,1.65,0.38,84.02,88.28,59.65,125.48,119.36,113.25,0.7155,-0.76,2.21,1.33,MACD多頭 | KD死叉 | KD超買
2025-07-07,122.38,122.75,120.25,121.12,5682,385.0,-300.0,2.0,87.0,6804,73,67,10,122.9,121.58,119.39,,8285,11534,1.89,1.7,0.19,62.62,80.02,57.43,125.53,119.39,113.25,0.6407,-1.45,1.45,0.69,MACD多頭 | KD死叉
2025-07-08,121.25,121.5,119.75,120.38,4253,2.0,-1.0,-0.0,1.0,6822,73,70,3,122.5,121.78,119.45,,7962,10978,1.69,1.7,-0.0,36.93,61.19,55.56,125.61,119.45,113.3,0.5753,-1.73,0.78,0.53,MACD空頭 | KD死叉
2025-07-09,121.5,123.88,121.5,122.62,8349,621.0,-6.0,8.0,623.0,6792,69,97,2,122.2,122.11,119.66,,7736,10763,1.7,1.7,0.0,31.55,43.7,59.83,125.95,119.66,113.36,0.7353,0.34,2.47,1.08,MACD空頭 | KD死叉
2025-07-10,123.0,123.25,121.88,123.0,6675,494.0,-354.0,-14.0,126.0,6892,69,153,0,121.82,122.44,119.97,,7222,10346,1.72,1.7,0.02,36.36,34.95,60.52,126.28,119.97,113.66,0.7402,0.97,2.53,0.92,MACD多頭 | KD金叉
2025-07-11,123.0,123.62,121.5,121.75,6897,383.0,-33.0,6.0,356.0,6993,72,140,4,121.77,122.35,120.16,,6371,10028,1.61,1.68,-0.07,40.1,36.0,57.04,126.44,120.16,113.88,0.6264,-0.02,1.32,1.08,MACD空頭 | KD金叉
2025-07-14,122.5,122.62,120.75,122.12,4647,115.0,-4.0,-16.0,95.0,7048,72,128,0,121.97,122.44,120.27,,6164,9849,1.54,1.66,-0.11,37.63,38.03,57.81,126.61,120.27,113.94,0.6456,0.12,1.54,0.75,MACD空頭 | KD死叉
2025-07-15,122.88,125.75,122.0,125.0,10677,489.0,41.0,2.0,532.0,7115,79,295,10,122.9,122.7,120.57,,7449,9832,1.7,1.66,0.03,47.51,41.74,63.34,127.22,120.57,113.93,0.8331,1.71,3.67,1.43,MACD多頭 | KD金叉 | 外投同步買進
2025-07-16,125.25,128.0,125.0,125.5,12527,22.0,-544.0,35.0,-487.0,7286,74,314,3,123.47,122.84,120.94,116.76,8285,10116,1.84,1.7,0.14,60.86,48.67,64.22,127.83,120.94,114.06,0.8309,1.64,3.77,1.51,MACD多頭 | KD金叉
2025-07-17,126.25,128.0,124.38,127.5,9820,266.0,-17.0,-1.0,248.0,7125,81,267,11,124.37,123.1,121.56,117.15,8914,10067,2.09,1.78,0.31,80.47,62.95,67.56,128.49,121.56,114.62,0.9288,2.52,4.89,1.1,MACD多頭 | KD超買
2025-07-18,128.75,129.25,127.25,128.0,7772,424.0,-480.0,-21.0,-77.0,7204,80,216,0,125.62,123.7,122.26,117.46,9089,8681,2.3,1.88,0.42,83.49,74.94,68.36,128.76,122.26,115.76,0.9412,1.89,4.69,0.86,MACD多頭 | KD超買
2025-07-21,127.75,129.25,127.75,128.25,5843,554.0,-148.0,8.0,414.0,7154,86,86,6,126.85,124.41,122.99,117.82,9328,8647,2.46,2.0,0.46,89.67,84.55,68.77,128.64,122.99,117.35,0.9657,1.1,4.28,0.63,MACD多頭 | KD超買
2025-07-22,128.5,129.5,126.0,126.25,10530,518.0,-35.0,3.0,486.0,6904,77,118,4,127.1,125.0,123.39,118.1,9298,8541,2.4,2.08,0.32,79.31,84.16,61.83,128.77,123.39,118.01,0.7661,-0.67,2.32,1.13,MACD多頭 | KD死叉
2025-07-23,127.5,133.75,127.5,132.75,19685,1594.0,137.0,112.0,1843.0,6828,93,474,22,128.55,126.01,124.06,118.49,10730,9112,2.84,2.23,0.61,81.13,83.37,71.8,130.53,124.06,117.59,1.1712,3.27,7.0,1.83,MACD多頭 | KD死叉 | KD超買 | RSI超買 | 外投同步買進
2025-07-24,133.75,133.75,131.5,133.25,8721,-212.0,-16.0,-3.0,-231.0,6955,93,228,2,129.7,127.04,124.74,118.86,10510,9178,3.2,2.43,0.77,83.77,81.41,72.39,132.07,124.74,117.4,1.0802,2.74,6.82,0.83,MACD多頭 | KD超買 | RSI超買 | 外投同步拋售
2025-07-25,133.25,134.25,132.25,132.5,6659,-105.0,126.0,6.0,27.0,6893,93,112,2,130.6,128.11,125.23,119.24,10288,8539,3.38,2.62,0.76,91.39,85.43,70.0,133.26,125.23,117.2,0.9524,1.45,5.81,0.65,MACD多頭 | KD超買
2025-07-28,132.75,134.0,131.5,133.0,5621,223.0,-17.0,17.0,223.0,6913,93,101,4,131.55,129.2,125.82,119.6,10243,8505,3.52,2.8,0.72,89.73,88.3,70.69,134.33,125.82,117.31,0.9218,1.1,5.71,0.55,MACD多頭 | KD超買 | RSI超買
2025-07-29,132.5,135.75,132.25,133.75,10485,308.0,-13.0,27.0,322.0,6862,91,203,1,133.05,130.07,126.39,120.03,10234,8736,3.65,2.97,0.69,85.15,88.76,71.75,135.43,126.39,117.34,0.9069,0.53,5.82,1.02,MACD多頭 | KD死叉 | KD超買 | RSI超買
2025-07-30,134.5,134.75,129.5,130.75,19267,-1390.0,-113.0,134.0,-1369.0,6892,75,388,1,132.65,130.6,126.72,120.4,10151,9225,3.48,3.07,0.41,72.82,82.57,62.09,135.9,126.72,117.54,0.7195,-1.43,3.18,1.9,MACD多頭 | KD死叉 | 外投同步拋售
2025-07-31,130.75,132.75,130.5,132.5,11250,150.0,-36.0,172.0,286.0,6800,75,141,3,132.5,131.1,127.1,120.81,10656,9325,3.44,3.14,0.29,65.93,74.64,65.05,136.59,127.1,117.61,0.7846,0.0,4.25,1.06,MACD多頭 | KD死叉
2025-08-04,133.0,134.25,131.75,133.75,6898,-306.0,8.0,110.0,-188.0,6694,97,107,23,132.75,131.68,127.69,121.19,10704,9113,3.47,3.21,0.26,64.96,67.9,67.03,137.3,127.69,118.07,0.8153,0.75,4.75,0.64,MACD多頭 | KD死叉
2025-08-05,135.75,140.5,135.75,137.5,16284,813.0,3.0,268.0,1084.0,6664,97,390,10,133.65,132.6,128.51,121.62,12837,9643,3.75,3.32,0.43,74.36,68.42,72.12,138.55,128.51,118.47,0.948,2.88,7.0,1.27,MACD多頭 | KD金叉 | RSI超買 | 外投同步買進
2025-08-06,137.5,137.75,134.5,135.25,9908,-817.0,13.0,39.0,-765.0,6920,74,369,1,133.95,133.5,129.25,121.94,12721,9926,3.75,3.4,0.35,69.56,69.63,65.57,138.95,129.25,119.55,0.8092,0.97,4.64,0.78,MACD多頭 | KD死叉
2025-08-07,136.75,137.75,136.0,136.25,8464,506.0,45.0,40.0,591.0,6841,70,102,1,135.05,133.85,129.93,122.29,10561,9932,3.79,3.48,0.31,63.52,69.15,67.01,139.59,129.93,120.28,0.8272,0.89,4.86,0.8,MACD多頭 | KD死叉 | 外投同步買進
2025-08-08,136.25,137.5,136.0,136.25,6038,372.0,-12.0,2.0,362.0,6769,0,66,0,135.8,134.15,130.59,122.6,9518,9900,3.77,3.54,0.23,58.33,63.8,67.01,140.06,130.59,121.12,0.7987,0.33,4.33,0.63,MACD多頭 | KD死叉
2025-08-11,135.5,136.0,133.0,135.5,7590,862.0,-154.0,-11.0,697.0,6728,0,90,0,136.15,134.45,131.28,122.91,9657,9934,3.66,3.56,0.1,59.09,60.31,64.66,140.02,131.28,122.55,0.7415,-0.48,3.21,0.79,MACD多頭 | KD死叉
2025-08-12,135.5,136.0,134.5,135.5,5413,308.0,-14.0,-29.0,265.0,6707,0,92,0,135.75,134.7,131.95,123.18,7483,9973,3.53,3.56,-0.03,56.82,58.08,64.66,139.73,131.95,124.17,0.7282,-0.18,2.69,0.72,MACD空頭 | KD死叉
2025-08-13,136.25,137.5,135.5,136.5,11239,623.0,-7.0,32.0,648.0,6542,0,139,0,136.0,134.98,132.52,123.53,7749,10001,3.46,3.54,-0.07,56.36,57.42,66.48,139.82,132.52,125.23,0.7723,0.37,3.0,1.45,MACD空頭 | KD死叉
2025-08-14,136.5,136.5,136.5,136.5,0,,,,,6542,0,0,0,136.05,135.55,133.07,123.91,6056,9374,3.37,3.5,-0.13,56.28,56.49,66.48,139.78,133.08,126.37,0.7554,0.33,2.58,0.0,MACD空頭 | KD死叉
2025-08-15,136.5,136.5,136.5,136.5,0,,,,,6533,0,0,0,136.1,135.95,133.52,124.23,4848,8883,3.27,3.46,-0.19,53.65,55.43,66.48,139.85,133.52,127.2,0.7351,0.29,2.23,0.0,MACD空頭 | KD死叉
2025-08-18,136.5,136.5,136.5,136.5,0,,,,,6532,0,0,0,136.3,136.22,133.95,124.55,3330,8495,3.14,3.39,-0.25,58.21,56.05,66.48,139.84,133.95,128.06,0.7164,0.15,1.9,0.0,MACD空頭 | KD金叉
2025-08-19,136.5,136.5,136.5,136.5,0,,,,,6530,0,0,0,136.5,136.12,134.36,124.91,2248,8203,3.01,3.32,-0.3,64.68,58.85,66.48,139.7,134.36,129.02,0.7002,0.0,1.59,0.0,MACD空頭 | KD金叉
2025-08-20,136.5,136.5,136.5,136.5,0,,,,,6530,0,0,0,136.5,136.25,134.88,125.26,0,7676,2.88,3.23,-0.35,75.05,65.98,66.48,138.68,134.88,131.07,0.7133,0.0,1.2,,MACD空頭 | KD金叉
2025-08-21,136.5,136.5,136.5,136.5,0,,,,,6530,0,0,0,136.5,136.28,135.06,125.62,0,6692,2.74,3.13,-0.4,76.41,72.05,66.48,138.8,135.06,131.32,0.6923,0.0,1.07,,MACD空頭 | KD金叉
2025-08-22,136.5,136.5,136.5,136.5,0,,,,,6526,0,0,0,136.5,136.3,135.22,125.96,0,6256,2.59,3.02,-0.43,74.07,75.18,66.48,138.91,135.23,131.54,0.6728,0.0,0.95,,MACD空頭 | KD死叉
2025-08-25,142.0,145.5,140.0,143.0,26140,-4389.0,159.0,88.0,-4142.0,26429,901,1620,901,137.8,137.05,135.75,126.39,5228,7230,2.97,3.01,-0.04,73.15,74.55,79.09,140.61,135.75,130.89,1.2461,3.77,5.34,5.0,MACD空頭 | KD死叉 | RSI超買
2025-08-26,142.5,142.5,137.0,138.5,24909,-3293.0,-636.0,-37.0,-3966.0,26725,864,909,2,138.2,137.35,136.02,126.78,10210,8194,2.88,2.99,-0.11,54.63,67.28,61.76,140.85,136.03,131.2,0.7564,0.22,1.82,2.44,MACD空頭 | KD死叉 | 外投同步拋售
2025-08-27,139.0,139.5,136.0,136.5,13787,-3258.0,-1209.0,-74.0,-4541.0,26956,806,768,0,138.2,137.35,136.16,127.11,12967,8359,2.61,2.91,-0.3,34.16,53.98,55.9,140.87,136.16,131.45,0.5358,-1.23,0.25,1.06,MACD空頭 | KD死叉 | 外投同步拋售
2025-08-28,138.5,139.5,136.5,137.0,11412,-2988.0,-96.0,-168.0,-3252.0,27840,695,1077,1,138.3,137.4,136.48,127.37,15250,7967,2.41,2.81,-0.4,12.67,33.82,57.0,140.44,136.48,132.51,0.5662,-0.94,0.38,0.75,MACD空頭 | KD超賣 | 外投同步拋售
2025-08-29,138.5,141.0,137.0,139.5,10920,-1596.0,-306.0,-14.0,-1916.0,28779,700,1512,5,138.9,137.7,136.82,127.7,17434,7950,2.42,2.73,-0.31,17.54,21.46,62.09,140.54,136.83,133.11,0.8598,0.43,1.96,0.63,MACD空頭 | KD超賣 | 外投同步拋售
2025-09-01,139.5,139.5,132.5,135.0,10721,-2253.0,-73.0,-71.0,-2397.0,28672,735,895,39,137.3,137.55,136.89,127.98,14350,8141,2.05,2.6,-0.55,22.2,17.47,50.51,140.42,136.89,133.35,0.2332,-1.68,-1.38,0.75,MACD空頭 | KD金叉 | 外投同步拋售
2025-09-02,135.5,137.5,134.0,134.5,9074,2486.0,-85.0,-17.0,2384.0,28542,728,286,2,136.5,137.35,136.74,128.21,11183,7781,1.69,2.42,-0.72,23.82,21.19,49.4,140.42,136.74,133.06,0.196,-1.47,-1.64,0.81,MACD空頭 | KD金叉
2025-09-03,135.5,136.0,134.5,135.0,9343,565.0,-91.0,-48.0,426.0,28727,728,337,1,136.2,137.2,136.72,128.48,10294,7752,1.43,2.22,-0.79,17.95,21.32,50.57,140.43,136.73,133.02,0.267,-0.88,-1.26,0.91,MACD空頭 | KD超賣
2025-09-04,136.0,137.5,135.0,135.5,7006,-2168.0,-14.0,-144.0,-2326.0,28947,713,459,1,135.9,137.1,136.69,128.76,9413,7680,1.26,2.03,-0.77,19.23,20.33,51.76,140.43,136.69,132.95,0.3411,-0.29,-0.87,0.74,MACD空頭 | KD超賣 | 外投同步拋售
2025-09-05,137.0,137.0,134.5,135.0,8288,381.0,-67.0,47.0,361.0,29223,635,575,0,135.0,136.95,136.62,129.06,8886,7792,1.06,1.83,-0.77,22.44,19.87,50.45,140.43,136.62,132.82,0.2867,0.0,-1.19,0.93,MACD空頭 | KD金叉
2025-09-08,135.5,139.5,135.5,137.5,10037,2328.0,-56.0,106.0,2378.0,28884,589,404,7,135.5,136.4,136.72,129.39,8750,7914,1.1,1.69,-0.59,35.63,25.77,56.4,140.52,136.73,132.93,0.6022,1.48,0.57,1.15,MACD空頭 | KD金叉
2025-09-09,139.5,140.5,138.0,138.5,9113,-1522.0,-45.0,-112.0,-1679.0,29100,561,562,2,136.3,136.4,136.88,129.7,8757,8099,1.19,1.59,-0.4,51.47,36.51,58.54,140.7,136.88,133.05,0.7125,1.61,1.18,1.04,MACD空頭 | KD金叉 | 外投同步拋售
2025-09-10,139.0,143.5,138.0,142.5,15851,2762.0,-81.0,-65.0,2616.0,29964,568,1785,13,137.8,137.0,137.18,130.09,10059,8330,1.57,1.58,-0.01,73.44,53.51,65.79,141.74,137.18,132.61,1.0828,3.41,3.88,1.58,MACD空頭 | KD金叉
2025-09-11,143.5,143.5,137.5,138.0,13600,-3751.0,-123.0,-408.0,-4282.0,29992,508,1146,3,138.3,137.1,137.25,130.42,11378,9010,1.49,1.56,-0.07,70.5,65.14,54.29,141.82,137.25,132.68,0.582,-0.22,0.55,1.2,MACD空頭 | KD金叉 | 外投同步拋售
